header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Patio/atrium,Garden location,Type of garage,Capacity,error
Kloostertuin 4,5541 BW Reusel        ,https://www.funda.nl/en/koop/reusel/huis-88022360-kloostertuin-4/?navigateSource=resultlist,20220129_070825,"€ 425,000 kosten koper","€ 3,320    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2003,Shed roof,Living area128 m²Other space inside the building23 m²Exterior space attached to the building26 m²,128 m²,23 m²,26 m²,150 m²,450 m³,3 rooms (2 bedrooms),2 stories,A        What does this mean?,Double glazing and completely insulated,CH boiler,2003,150 m²,Full ownership,Alongside a quiet road and in residential district,Patio/atrium,"13 m² (3,5 meter deep and 3,7 meter broad)",Located at the northeast accessible via the rear,Built-in,1 car,no
