header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Hordijk 172,3079 DK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88046987-hordijk-172/?navigateSource=resultlist,20220126_213313,"€ 279,000 kosten koper","€ 3,623    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 279,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",Today,Available,Available in consultation,"Single-family home, double house",Resale property,1936,Gable roof covered with roof tiles,Living area77 m²Other space inside the building18 m²External storage space10 m²,77 m²,18 m²,10 m²,181 m²,258 m³,4 rooms (3 bedrooms),2 stories,C        What does this mean?,CH boiler,CH boiler,"Nefit ( combination boiler from 2017, in ownership)",181 m²,Full ownership,"Back garden, front garden and side garden",Detached wooden storage,Public parking,no
