header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Type of parking facilities,error
Broekstraat 2,7122 LC Aalten        ,https://www.funda.nl/en/koop/aalten/huis-42530780-broekstraat-2/?navigateSource=resultlist,20220128_075436,"€ 799,000 kosten koper","€ 4,161    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 799,000) is calculated by dividing the asking price of the home by the living area (192 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available in consultation,"Single-family home, detached residential property",Resale property,2003,Combination roof covered with roof tiles,Living area192 m²Exterior space attached to the building9 m²,192 m²,9 m²,"2,090 m²",772 m³,6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,3 stories,Outdoor awning and skylight,B        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"ATAG E325EC (gas-fired combination boiler from 2016, in ownership)",2.090 m²,Business park and in center,Surrounded by garden,Parking on private property,no
