header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lumeijstraat 21 4,1056 VT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88987352-lumeijstraat-21-4/?navigateSource=resultlist,20220130_231140,"€ 685,000 kosten koper","€ 8,354    The asking price per m² (€ 685,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 120 per month,2 months,Sold under reservation,Available in consultation,€ 120.00 per month,Upstairs apartment (apartment),Resale property,1922,Living area82 m²Exterior space attached to the building31 m²,82 m²,31 m²,259 m³,3 rooms (2 bedrooms),1 story,4th floor,C        What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,Intergas (gas-fired combination boiler),Yes,Yes,Yes (€ 120.00 per month),Yes,Yes,Yes,no
