header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Maximastraat 13,3264 WB Nieuw-Beijerland        ,https://www.funda.nl/en/koop/nieuw-beijerland/huis-42651667-maximastraat-13/?navigateSource=resultlist,20220129_015535,"€ 320,000 kosten koper","€ 2,540    The asking price per m² (€ 320,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2007,Living area126 m²External storage space8 m²,126 m²,8 m²,143 m²,376 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Skylight, mechanical ventilation and rolldown shutters",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas Compact HR (gas-fired combination boiler from 2007, in ownership)",143 m²,In residential district,Back garden and front garden,60 m² (12 meter deep and 5 meter broad),Located at the east accessible via the rear,Detached wooden storage,Electricity,Public parking,no
