header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Catharina van Renneshof 20,1421 KH Uithoorn        ,https://www.funda.nl/en/koop/uithoorn/huis-42676727-catharina-van-renneshof-20/?navigateSource=resultlist,20220130_121349,"€ 350,000 kosten koper","€ 3,125    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, corner house (residential property facing inner courtyard)",Resale property,2000,Flat roof covered with asphalt roofing,Living area112 m²Exterior space attached to the building23 m²,112 m²,23 m²,86 m²,382 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,B        What does this mean?,Double glazing,CH boiler and heat recovery unit,CH boiler,"Intergas (gas-fired from 2010, in ownership)",86 m²,Full ownership,In residential district,Roof terrace present,Built-in,Public parking,no
