header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
TuytPark 3 (Bouwnr. 1),1706 BC Heerhugowaard        ,https://www.funda.nl/en/koop/heerhugowaard/huis-42529011-tuytpark-3-bouwnr-1/?navigateSource=resultlist,20220129_102233,"€ 480,000 vrij op naam","€ 3,288    The asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,"Single-family home, corner house",New property,2023,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area146 m²External storage space4 m²,146 m²,4 m²,223 m²,600 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, mechanical ventilation, TV via cable and solar panels",A++        What does this mean?,Completely insulated,District heating,223 m²,Full ownership,In residential district,Back garden and front garden,"0,01 meter deep and 0,01 meter broad",Located at the southeast accessible via the rear,Detached wooden storage,Public parking,no
