header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
Lloyd Yard (Bouwnr. 6),3024 WH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41255604-lloyd-yard-bouwnr-6/?navigateSource=resultlist,20220126_002721,"€ 722,650 vrij op naam","€ 5,559    The asking price per m² (€ 722,650) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Maisonnette (apartment),New property,2023,Woningborg garantiecertificaat,Living area130 m²Exterior space attached to the building32 m²,130 m²,32 m²,390 m³,4 rooms (3 bedrooms),2 stories,"Balanced ventilation system, optical fibre, elevator, sliding door and solar panels",A        What does this mean?,"Double glazing, energy efficient window and completely insulated",District heating and complete floor heating,Central facility and district heating,"On navigable waterway, alongside water and in residential district",Back garden and front garden,"22 m² (4,56 meter deep and 4,85 meter broad)",Located at the north,Underground parking and parking place,Public parking and parking garage,no
