header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Bovenslag 29,8608 AL Sneek        ,https://www.funda.nl/en/koop/sneek/huis-42657197-bovenslag-29/?navigateSource=resultlist,20220127_225613,"€ 195,000 kosten koper","€ 2,074    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1969,Energie Prestatie Advies,Living area94 m²Other space inside the building19 m²External storage space4 m²,94 m²,19 m²,4 m²,143 m²,391 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,Skylight,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2005, in ownership)",143 m²,Full ownership,In residential district,Back garden and front garden,"45 m² (7,5 meter deep and 6 meter broad)",Located at the east accessible via the rear,no
