header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Kerrieweg 10,3541 RM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88033597-kerrieweg-10/?navigateSource=resultlist,20220131_153146,"€ 635,000 kosten koper","€ 4,441    The asking price per m² (€ 635,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2015,Flat roof covered with asphalt roofing,Living area143 m²External storage space6 m²,143 m²,6 m²,106 m²,514 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories and a attic,Mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,106 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Alongside a quiet road and in residential district,Back garden,Attached wooden storage,Public parking,no
