header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Dorpsveld 4,5258 MB Berlicum        ,https://www.funda.nl/en/koop/berlicum/huis-42696834-dorpsveld-4/?navigateSource=resultlist,20220129_171550,"€ 449,000 kosten koper","€ 3,301    The asking price per m² (€ 449,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, double house",Resale property,1994,Gable roof covered with roof tiles,Living area136 m²Other space inside the building18 m²Exterior space attached to the building11 m²,136 m²,18 m²,11 m²,212 m²,550 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories and a attic,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,212 m²,Full ownership,In residential district,Back garden and front garden,"76 m² (9,5 meter deep and 8 meter broad)",Located at the southeast,Built-in and parking place,1 car,Public parking,no
