header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Shed / storage,error
Gemeenteweg 121,7951 CG Staphorst        ,https://www.funda.nl/en/koop/staphorst/huis-40327124-gemeenteweg-121/?navigateSource=resultlist,20220129_193616,"€ 375,000 vrij op naam","€ 2,419    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, double house",New property,2018,Hipped roof covered with roof tiles,Living area155 m²Other space inside the building62 m²,155 m²,62 m²,243 m²,715 m³,6 rooms (3 bedrooms),1 separate toilet,2 stories,Skylight and mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,243 m²,Full ownership,Front garden and side garden,Built-in,no
