header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,error
Cas Oorthuyskade 51,1087 DP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88854495-cas-oorthuyskade-51/?navigateSource=resultlist,20220130_192025,"€ 560,000 kosten koper","€ 2,545    The asking price per m² (€ 560,000) is calculated by dividing the asking price of the home by the living area (220 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 600,000 kosten koper",6+ months,Available,Available in consultation,"Houseboat, detached residential property",Resale property,1965,Living area220 m²Other space inside the building20 m²Exterior space attached to the building100 m²,220 m²,20 m²,100 m²,264 m²,570 m³,1 room,1 story,Not available,264 m²,no
