header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hoogstraat 3 B,3552 XJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42683131-hoogstraat-3-b/?navigateSource=resultlist,20220129_005300,"€ 200,000 kosten koper","€ 7,692    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (26 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,€ 136.00 per month,Upstairs apartment,Resale property,1935,Living area26 m²Exterior space attached to the building6 m²,26 m²,6 m²,92 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,C        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Gas-fired from 2011, in ownership",Full ownership,In residential district,Roof terrace present,Public parking,Yes,Yes,Yes (€ 136.00 per month),Yes,Yes,Yes,no
