header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Type of parking facilities,error
Imstenrade 18,5655 BN Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88039378-imstenrade-18/?navigateSource=resultlist,20220201_001956,"€ 350,000 kosten koper","€ 2,991    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1973,Living area117 m²Other space inside the building9 m²Exterior space attached to the building14 m²,117 m²,9 m²,14 m²,162 m²,450 m³,5 rooms (4 bedrooms),3 stories,D        What does this mean?,162 m²,Full ownership,Public parking,no
