header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Saenredamstraat 17 3,1072 CA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88996020-saenredamstraat-17-3/?navigateSource=resultlist,20220130_235659,"€ 580,000 kosten koper","€ 8,406    The asking price per m² (€ 580,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1880,Energie Prestatie Advies,Living area69 m²,69 m²,222 m³,3 rooms (2 bedrooms),2 stories,3rd floor,B        What does this mean?,Mostly double glazed,CH boiler,CH boiler,Gas-fired,Full ownership,Alongside a quiet road,Resident's parking permits,Yes,No,No,No,No,No,no
