header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Vondelstraat 28,7442 WP Nijverdal        ,https://www.funda.nl/en/koop/nijverdal/huis-42530232-vondelstraat-28/?navigateSource=resultlist,20220129_023323,"€ 259,000 kosten koper","€ 1,850    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1970,Gable roof covered with roof tiles,Living area140 m²Exterior space attached to the building9 m²External storage space13 m²,140 m²,9 m²,13 m²,164 m²,487 m³,6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,Shower and toilet,2 stories and a attic,Optical fibre and mechanical ventilation,C        What does this mean?,"Roof insulation, mostly double glazed and insulated walls",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",164 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,Electricity,Public parking,no
