header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Capacity,error
Westwal 30,5211 DB Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42481015-westwal-30/?navigateSource=resultlist,20220201_110941,"€ 2,000,000 vrij op naam","€ 6,042    The asking price per m² (€ 2,000,000) is calculated by dividing the asking price of the home by the living area (331 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Desirable residence/villa, row house",New property,2021,Living area331 m²Other space inside the building22 m²Exterior space attached to the building15 m²External storage space18 m²,331 m²,22 m²,15 m²,18 m²,226 m²,804 m³,7 rooms (2 bedrooms),2 separate toilets,5 stories,Mechanical ventilation and solar panels,Not available,Completely insulated,Heat recovery unit and heat pump,226 m²,Alongside water and in center,Back garden,"88 m² (13,6 meter deep and 6,5 meter broad)",Located at the southeast,Roof terrace present,Built-in,Electricity,Built-in,1 car,no
