header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Spijkert 31,5641 NH Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42689753-spijkert-31/?navigateSource=resultlist,20220201_010411,"€ 300,000 kosten koper","€ 2,970    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,1972,Flat roof,Living area101 m²External storage space17 m²,101 m²,17 m²,181 m²,364 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2009, in ownership",181 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view","Back garden, front garden and sun terrace","68 m² (10,5 meter deep and 6,5 meter broad)",Located at the south accessible via the rear,Detached brick storage,no
