header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Tuinstraat 21,8081 AL Elburg        ,https://www.funda.nl/en/koop/elburg/huis-42670086-tuinstraat-21/?navigateSource=resultlist,20220130_115216,Price on request,"January 19, 2022",Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area123 m²External storage space6 m²,123 m²,6 m²,164 m²,375 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,"Air conditioning, optical fibre, mechanical ventilation, rolldown shutters and TV via cable",E        What does this mean?,"Roof insulation, double glazing, energy efficient window and insulated walls","CH boiler, electric heating and heat pump",CH boiler,"Intergas Extreme (gas-fired combination boiler from 2020, in ownership)",164 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,72 m² (12 meter deep and 6 meter broad),Located at the southwest accessible via the rear,Detached wooden storage,Public parking,no
