header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Poolcirkelstraat 15,1334 BM Almere        ,https://www.funda.nl/en/koop/almere/appartement-42662579-poolcirkelstraat-15/?navigateSource=resultlist,20220128_081456,"€ 300,000 kosten koper","€ 4,000    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 131 per month,3 weeks,Under offer,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2014,Living area75 m²Exterior space attached to the building6 m²External storage space6 m²,75 m²,6 m²,6 m²,240 m³,3 rooms (2 bedrooms),1 bathroom,Shower,5 stories,2nd floor,Elevator,Not available,Completely insulated,CH boiler,CH boiler,"Gas-fired from 2014, in ownership",Full ownership,In center,Balcony present,Storage box,Electricity,Yes,Yes,Yes,Yes,Yes,Yes,no
