header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dam 5 /Y,1012 JS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42583348-dam-5-y/?navigateSource=resultlist,20220130_194322,"€ 10,500,000 kosten koper","€ 34,426    The asking price per m² (€ 10,500,000) is calculated by dividing the asking price of the home by the living area (305 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Penthouse (apartment),New property,2019,Living area305 m²Exterior space attached to the building99 m²External storage space5 m²,305 m²,99 m²,5 m²,800 m³,4 rooms (3 bedrooms),3 bathrooms and 1 separate toilet,"2 baths, 3 showers and 2 toilets",1 story,9th floor,"Air conditioning, outdoor awning, elevator, mechanical ventilation and TV via cable",A            0.99What does this mean?,Full ownership,In center and unobstructed surrounding view,Sun terrace,French balcony present,Built-in,Underground parking,Parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
