header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Zijpendaal 19,5655 GA Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42684280-zijpendaal-19/?navigateSource=resultlist,20220201_004147,"€ 340,000 kosten koper","€ 2,656    The asking price per m² (€ 340,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1975,Living area128 m²External storage space5 m²,128 m²,5 m²,143 m²,380 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2003, in ownership)",143 m²,Back garden and front garden,"55 m² (10 meter deep and 5,5 meter broad)",Attached brick storage,Electricity,Public parking,no
