header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Buizerdlaan 53,2261 CR Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-88035893-buizerdlaan-53/?navigateSource=resultlist,20220129_062735,"€ 450,000 kosten koper","€ 4,639    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1999,Disabled access friendly and accessible for seniors,Living area97 m²Exterior space attached to the building10 m²External storage space8 m²,97 m²,10 m²,8 m²,310 m³,4 rooms (3 bedrooms),1 story,5th floor,Elevator and mechanical ventilation,C        What does this mean?,Double glazing,CH boiler,CH boiler,"2017, in ownership",Balcony present,Built-in,Underground parking,Public parking and parking garage,Yes,Yes,Yes,Yes,No,Yes,no
