header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Location,Type of garage,Type of parking facilities,error
ROOT Eindhoven (Bouwnr. 44),5622 KM Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42550746-root-eindhoven-bouwnr-44/?navigateSource=resultlist,20220201_014056,"€ 525,000 vrij op naam","€ 4,773    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Maisonnette (apartment),New property,2022,Living area110 m²Exterior space attached to the building37 m²,110 m²,37 m²,330 m³,4 rooms (3 bedrooms),4 stories,2nd floor,A        What does this mean?,Completely insulated,Alongside a quiet road and in residential district,Underground parking and parking place,Parking on private property and parking garage,no
