header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Location,Type of parking facilities,error
Type A (Bouwnr. 38),3071 JM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42650919-type-a-bouwnr-38/?navigateSource=resultlist,20220126_163728,"€ 529,000 vrij op naam","€ 6,373    The asking price per m² (€ 529,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,Living area83 m²,83 m²,300 m³,3 rooms (2 bedrooms),1 story,5th floor,A        What does this mean?,Completely insulated,Complete floor heating,District heating,"Alongside water, in residential district and unobstructed surrounding view",Parking garage and resident's parking permits,no
