header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Location,Garden,Back garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hertzogstraat 7,2572 VS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88049098-hertzogstraat-7/?navigateSource=resultlist,20220131_194247,"€ 269,500 kosten koper","€ 3,287    The asking price per m² (€ 269,500) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,Ground-floor apartment,Resale property,1919,Living area82 m²,82 m²,200 m³,4 rooms (3 bedrooms),1 story,Ground floor,G        What does this mean?,Full ownership,Alongside a quiet road,Back garden,"0,01 meter deep and 0,01 meter broad",No,No,No,No,No,No,no
