header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gasthuisstraat 21 A,5931 NT Tegelen        ,https://www.funda.nl/en/koop/tegelen/appartement-88050654-gasthuisstraat-21-a/?navigateSource=resultlist,20220129_165524,"€ 275,000 kosten koper","€ 1,244    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (221 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1906-1930,Living area221 m²Exterior space attached to the building4 m²,221 m²,4 m²,750 m³,5 rooms (2 bedrooms),1 story,1st floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler from 2019, in ownership",In center,Sun terrace,Attached wooden storage,Public parking,No,No,No,No,No,No,no
