header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
De Bullstraat 23,2522 WK Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88902857-de-bullstraat-23/?navigateSource=resultlist,20220131_195709,"€ 215,000 kosten koper","€ 3,839    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under offer,Available immediately,€ 45.00 per month,Residential property with shared street entrance (apartment with open entrance to street),Resale property,1931-1944,Flat roof covered with asphalt roofing,Living area56 m²,56 m²,197 m³,4 rooms (2 bedrooms),1 story,1st floor,Passive ventilation system and TV via cable,G        What does this mean?,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2003, in ownership)",Full ownership,Alongside a quiet road and in residential district,Attached wooden storage,Public parking and resident's parking permits,Yes,Yes,Yes (€ 45.00 per month),Yes,No,Yes,no
