header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Ownership situation.2,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boutenslaan 81,5644 TS Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42673622-boutenslaan-81/?navigateSource=resultlist,20220201_012330,"€ 339,000 kosten koper","€ 3,852    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Apartment with shared street entrance,Resale property,1955,Living area88 m²Exterior space attached to the building5 m²External storage space6 m²,88 m²,5 m²,6 m²,305 m³,3 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and toilet",2 stories,D        What does this mean?,Double glazing,CH boiler,CH boiler,Combination boiler,Full ownership,Full ownership,Full ownership,Balcony present,Built-in,Electricity,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
