header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan op Zuid,3072 DB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88995039-laan-op-zuid/?navigateSource=resultlist,20220125_221839,"€ 545,000 vrij op naam","€ 4,823    The asking price per m² (€ 545,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 525,000 vrij op naam",8 weeks,Available,Available in consultation,Upstairs apartment (apartment),New property,2024,Huisgarantie,Living area113 m²,113 m²,294 m³,5 rooms (4 bedrooms),3 stories,3rd floor,Elevator and mechanical ventilation,Not available,Completely insulated,District heating and complete floor heating,In residential district,Balcony present,Underground parking,Paid parking and parking garage,No,No,No,No,No,No,no
