header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Amestelle 137,1161 AW Zwanenburg        ,https://www.funda.nl/en/koop/zwanenburg/huis-42547539-amestelle-137/?navigateSource=resultlist,20220128_140235,"€ 435,000 kosten koper","€ 3,595    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960-1970,Gable roof covered with roof tiles,Living area121 m²External storage space13 m²,121 m²,13 m²,167 m²,389 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2011, in ownership)",167 m²,Full ownership,In residential district,Back garden and front garden,"87 m² (14,15 meter deep and 6,12 meter broad)",Located at the northwest accessible via the rear,Detached brick storage,Public parking,no
