header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Albert Cuypstraat 200 1,1073 BL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88044186-albert-cuypstraat-200-1/?navigateSource=resultlist,20220130_212305,"€ 395,000 kosten koper","€ 8,229    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 90.00 per month,Upstairs apartment (apartment),Resale property,1891,Living area48 m²,48 m²,153 m³,2 rooms (1 bedroom),1 story,1st floor,Mechanical ventilation,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Atag (gas-fired combination boiler from 2010, in ownership)",Full ownership,In residential district,Paid parking and resident's parking permits,Yes,No,Yes (€ 90.00 per month),Yes,No,Yes,no
