header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
De Wittenkade 87 W,1052 AE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88811782-de-wittenkade-87-w/?navigateSource=resultlist,20220127_231107,"€ 495,000 kosten koper","€ 6,188    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1924,Living area80 m²,80 m²,168 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Not available,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",1 m²,See deed,"On navigable waterway, alongside water, in center, freestanding location and unobstructed surrounding view",Paid parking and resident's parking permits,no
