header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
IJburglaan 143,1086 ZJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42661092-ijburglaan-143/?navigateSource=resultlist,20220130_215234,"€ 500,000 kosten koper","€ 5,376    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 167 per month,3 weeks,Available,Available in consultation,Upstairs apartment,Resale property,2009,Flat roof,Living area93 m²Exterior space attached to the building11 m²,93 m²,11 m²,295 m³,4 rooms (3 bedrooms),1 bathroom,Bath and shower,1 story,1st floor,Not available,Double glazing,CH boiler,CH boiler,Municipal ownership encumbered with long-term leaset,Bought off for eternity,"Alongside a quiet road, alongside water and in residential district",Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
