header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Plot size,Area,Ownership situation,error
Abraham Kuyperlaan,9722 PA Groningen        ,https://www.funda.nl/en/koop/groningen/parkeergelegenheid-42678364-abraham-kuyperlaan/?navigateSource=resultlist,20220129_210110,"€ 27,500 kosten koper",2 weeks,Available,Available in consultation,Garage,Resale property,18 m²,18 m²,Full ownership,no
