header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan van Eijckstraat 4 II,1077 LJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42442073-jan-van-eijckstraat-4-ii/?navigateSource=resultlist,20220130_222948,"€ 595,000 kosten koper","€ 8,500    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1906-1930,Living area70 m²Exterior space attached to the building8 m²,70 m²,8 m²,216 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,"Bath, shower and toilet",1 story,2nd floor,Flue and TV via cable,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Ownership encumbered with long-term leaset,Alongside a quiet road and in residential district,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
