header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Zaadmarkt 93,7201 DD Zutphen        ,https://www.funda.nl/en/koop/zutphen/huis-42670351-zaadmarkt-93/?navigateSource=resultlist,20220129_015020,"€ 1,695,000 kosten koper","€ 2,802    The asking price per m² (€ 1,695,000) is calculated by dividing the asking price of the home by the living area (605 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Desirable residence/villa, corner house",Resale property,Before 1906,Living area605 m²Other space inside the building234 m²External storage space2 m²,605 m²,234 m²,2 m²,366 m²,"3,559 m³",12 rooms (8 bedrooms),3 bathrooms and 2 separate toilets,3 baths and 3 showers,3 stories and a basement,TV via cable,G        What does this mean?,CH boiler,CH boiler,"Nefit Smartline basic (gas-fired combination boiler from 2007, in ownership)",366 m²,Full ownership,In center,Back garden,"59 m² (7,5 meter deep and 7,8 meter broad)",Located at the northeast,Resident's parking permits,no
