header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Schout van Haestrechtsingel 160 a,5237 SG Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42580665-schout-van-haestrechtsingel-160-a/?navigateSource=resultlist,20220201_111257,"€ 319,000 kosten koper","€ 3,289    The asking price per m² (€ 319,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Ground-floor apartment,Resale property,2003,Flat roof covered with asphalt roofing,Living area97 m²,97 m²,330 m³,3 rooms (2 bedrooms),1 bathroom,Bath and toilet,1 story,Ground floor,Mechanical ventilation and TV via cable,Not available,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2003, in ownership",Full ownership,Alongside a quiet road and in residential district,Public parking,No,No,No,No,No,No,no
