header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Witte de Withstraat 9 a,2518 CN Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88021762-witte-de-withstraat-9-a/?navigateSource=resultlist,20220131_205050,"€ 685,000 kosten koper","€ 5,000    The asking price per m² (€ 685,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,€ 98.00 per month,Upstairs apartment (double upstairs apartment),Resale property,1900,Protected townscape or village view (permit needed for alterations) and with carpets and curtains,Living area137 m²,137 m²,458 m³,5 rooms (3 bedrooms),2 separate toilets,3 stories,2nd floor,TV via cable,G        What does this mean?,Double glazing,CH boiler,Full ownership,In center,"Roof terrace present, balcony present and french balcony present",Paid parking,Yes,Yes,Yes (€ 98.00 per month),Yes,Yes,Yes,no
