header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zandkreek 70,3079 AV Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42689270-zandkreek-70/?navigateSource=resultlist,20220125_221544,"€ 175,000 kosten koper","€ 2,778    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 227.00 per month,Galleried apartment (apartment),Resale property,1965,Flat roof covered with asphalt roofing,Living area63 m²Exterior space attached to the building3 m²External storage space5 m²,63 m²,3 m²,5 m²,197 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,5th floor,"Air conditioning, elevator, passive ventilation system and TV via cable",C        What does this mean?,Roof insulation and double glazing,Communal central heating,Electrical boiler,Full ownership,In residential district,Public parking,Yes,Yes,Yes (€ 227.00 per month),Yes,Yes,Yes,no
