header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Shed / storage,error
Piet van de Polsingel 128,3056 AK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88030656-piet-van-de-polsingel-128/?navigateSource=resultlist,20220126_005237,"€ 499,000 kosten koper","€ 4,090    The asking price per m² (€ 499,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,"Single-family home, row house",Resale property,2000,Living area122 m²Other space inside the building6 m²Exterior space attached to the building45 m²External storage space6 m²,122 m²,6 m²,45 m²,6 m²,118 m²,300 m³,5 rooms (4 bedrooms),1 story,A        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",118 m²,Municipal long-term lease (end date of long-term lease:  29-11-2097),Paid until 29-11-2048,"Alongside a quiet road, alongside water and in residential district",Back garden and front garden,45 m² (9 meter deep and 5 meter broad),Detached brick storage,no
