header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Wolphaartsweg (Bouwnr. 2),4454 BP Borssele        ,https://www.funda.nl/en/koop/borssele/huis-87755400-wolphaartsweg-bouwnr-2/?navigateSource=resultlist,20220130_161704,"€ 289,000 vrij op naam","€ 2,513    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2021,Gable roof covered with roof tiles,Living area115 m²,115 m²,239 m²,400 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Solar panels,A        What does this mean?,Completely insulated,Partial floor heating and heat pump,239 m² (part of parcel),Full ownership,Back garden,170 m² (17 meter deep and 10 meter broad),Located at the south accessible via the rear,Parking on private property,no
