header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Shed / storage,Type of garage,Type of parking facilities,error
appartement 2 (Bouwnr. 2),9051 Stiens        ,https://www.funda.nl/en/koop/stiens/appartement-42425520-appartement-2-bouwnr-2/?navigateSource=resultlist,20220130_122449,"€ 312,500 vrij op naam","€ 3,511    The asking price per m² (€ 312,500) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,Ground-floor apartment (apartment),New property,2022,Living area89 m²,89 m²,267 m³,3 rooms (2 bedrooms),1 story,Ground floor,Elevator and solar panels,A        What does this mean?,Completely insulated,Heat pump,In residential district,Detached wooden storage,Parking place,Parking on gated property,no
