header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,error
Dokter Broodmanstraat 34,4511 ER Breskens        ,https://www.funda.nl/en/koop/breskens/huis-88010090-dokter-broodmanstraat-34/?navigateSource=resultlist,20220127_215557,"€ 275,000 kosten koper","€ 2,895    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1963,Gable roof,Living area95 m²External storage space8 m²,95 m²,8 m²,185 m²,362 m³,4 rooms (3 bedrooms),3 stories,Rolldown shutters,D        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler and partial floor heating,CH boiler,2009,185 m²,Alongside a quiet road and in residential district,Back garden and front garden,"98 m² (15 meter deep and 6,5 meter broad)",Located at the west accessible via the rear,Detached wooden storage,no
