header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Boslelie 11,9408 LT Assen        ,https://www.funda.nl/en/koop/assen/huis-88024816-boslelie-11/?navigateSource=resultlist,20220128_053509,"€ 310,000 kosten koper","€ 2,562    The asking price per m² (€ 310,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,2008,Flat roof covered with asphalt roofing,Living area121 m²External storage space6 m²,121 m²,6 m²,186 m²,418 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,"Optical fibre, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"HR Combi Intergas (gas-fired combination boiler from 2020, in ownership)",186 m²,Full ownership,In residential district,Front garden,Parking on private property and public parking,no
