header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Het Verborgen Geheim (Bouwnr. 2015),3089 PX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42658998-het-verborgen-geheim-bouwnr-2015/?navigateSource=resultlist,20220128_051523,"€ 431,500 vrij op naam","€ 3,398    The asking price per m² (€ 431,500) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,"Single-family home, semi-detached residential property",New property,2023,Flat roof covered with other,Woningborg garantiecertificaat,Living area127 m²External storage space5 m²,127 m²,5 m²,381 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Balanced ventilation system, optical fibre and solar panels",A        What does this mean?,Triple glazed and completely insulated,"Complete floor heating, heat recovery unit and heat pump",Geothermal heating,In residential district,Back garden and front garden,"66 m² (13 meter deep and 5,1 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Electricity,No insulation,Public parking,no
