header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Amsteldijk 810,1079 LM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42409853-amsteldijk-810/?navigateSource=resultlist,20220130_215429,Price on request,5 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1999,Flat roof,Living area195 m²Other space inside the building8 m²Exterior space attached to the building128 m²,195 m²,8 m²,128 m²,"37,800 m²",597 m³,5 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,Bath,2 stories,"Jacuzzi, mechanical ventilation, passive ventilation system and TV via cable",Not available,Double glazing,CH boiler and partial floor heating,CH boiler,"Gas-fired, in ownership",37.800 m²,Full ownership,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Sun terrace,"Paid parking, public parking and resident's parking permits",no
