header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Speijkstraat 94,2518 GE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42447349-van-speijkstraat-94/?navigateSource=resultlist,20220131_231632,"€ 650,000 kosten koper","€ 3,333    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (195 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 675,000 kosten koper",4 months,Under offer,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1887,Gable roof covered with roof tiles,Living area195 m²Exterior space attached to the building11 m²,195 m²,11 m²,710 m³,9 rooms (6 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,1st floor,E        What does this mean?,CH boiler,CH boiler,"Vaillant EKO (gas-fired combination boiler from 2011, in ownership)",Full ownership,Alongside a quiet road and in residential district,Roof terrace present and balcony present,Public parking and resident's parking permits,No,No,No,No,No,Yes,no
