header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Roskamweide 15,3437 XA Nieuwegein        ,https://www.funda.nl/en/koop/nieuwegein/huis-42660986-roskamweide-15/?navigateSource=resultlist,20220129_183558,"€ 450,000 kosten koper","€ 4,054    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1988,Gable roof covered with roof tiles,Living area111 m²External storage space6 m²,111 m²,6 m²,188 m²,377 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Outdoor awning and mechanical ventilation,B        What does this mean?,"Roof insulation, double glazing and insulated walls",District heating,District heating,188 m²,Full ownership,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view","Back garden, front garden and side garden","81 m² (10,5 meter deep and 7,75 meter broad)",Located at the west accessible via the rear,Detached brick storage,Carport,Public parking,no
