header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,error
Buffelstraat 162,3064 AE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88038783-buffelstraat-162/?navigateSource=resultlist,20220126_004034,"€ 325,000 kosten koper","€ 3,824    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1938,Gable roof covered with roof tiles,Living area85 m²Exterior space attached to the building9 m²External storage space8 m²,85 m²,9 m²,8 m²,90 m²,323 m³,4 rooms (3 bedrooms),2 separate toilets,"2 stories, a/an attic and a basement",F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2017, in ownership",90 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,45 m² (9 meter deep and 5 meter broad),Located at the northwest accessible via the rear,Roof terrace present,Detached brick storage,Electricity,Public parking,no
