header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Paradijslaan 23,3034 SH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88036914-paradijslaan-23/?navigateSource=resultlist,20220126_171350,"€ 725,000 kosten koper","€ 5,106    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2017,With carpets and curtains,Flat roof,Energie Prestatie Advies,Living area142 m²Exterior space attached to the building46 m²,142 m²,46 m²,45 m²,496 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,TV via cable,A        What does this mean?,Completely insulated,District heating and partial floor heating,45 m²,Full ownership,"Alongside park, alongside a quiet road and in residential district",Roof terrace present,Parking place,Parking on gated property and parking on private property,no
