header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Location,Garden,Patio/atrium,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bonistraat 15 A,2585 SZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88831160-bonistraat-15-a/?navigateSource=resultlist,20220131_201018,"€ 369,500 kosten koper","€ 4,737    The asking price per m² (€ 369,500) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 100.00 per month,Ground-floor apartment (apartment),Resale property,1903,Living area78 m²,78 m²,240 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,Not available,Alongside a quiet road,Patio/atrium,"6 m² (0,25 meter deep and 0,3 meter broad)",Located at the southeast,Yes,No,No,Yes,Yes,Yes,no
