header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Balcony/roof garden,Type of parking facilities,error
Herderinnestraat 11 -11 A,2512 CZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42651299-herderinnestraat-11-11-a/?navigateSource=resultlist,20220131_223945,"€ 900,000 kosten koper","€ 4,128    The asking price per m² (€ 900,000) is calculated by dividing the asking price of the home by the living area (218 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1909,Protected townscape or village view (permit needed for alterations),Living area218 m²Other space inside the building14 m²Exterior space attached to the building15 m²,218 m²,14 m²,15 m²,92 m²,892 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Not available,Partly double glazed,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2008, in ownership)",92 m²,Full ownership,Roof terrace present,Paid parking and resident's parking permits,no
