header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,error
Type 8 appartement (Bouwnr. 6),3313 CT Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/appartement-41106274-type-8-appartement-bouwnr-6/?navigateSource=resultlist,20220128_033203,"€ 599,500 vrij op naam","€ 4,508    The asking price per m² (€ 599,500) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2021,Living area133 m²,133 m²,499 m³,4 rooms,1 story,A        What does this mean?,no
