header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Garden,Sun terrace,Garden location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Glansvogellaan 5,2496 LS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88998033-glansvogellaan-5/?navigateSource=resultlist,20220131_203202,"€ 340,000 kosten koper","€ 4,198    The asking price per m² (€ 340,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,2003,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area81 m²Exterior space attached to the building9 m²External storage space8 m²,81 m²,9 m²,8 m²,254 m³,3 rooms (2 bedrooms),1 story,1st floor,Air conditioning,A+        What does this mean?,Completely insulated,District heating,In residential district and unobstructed surrounding view,Sun terrace,"9 m² (4,68 meter deep and 1,83 meter broad)",Located at the southeast,Built-in,Electricity,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
