header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Korenakker 45,2743 ER Waddinxveen        ,https://www.funda.nl/en/koop/waddinxveen/huis-42655326-korenakker-45/?navigateSource=resultlist,20220130_144255,"€ 325,000 kosten koper","€ 3,495    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1985,Gable roof covered with roof tiles,Living area93 m²Other space inside the building4 m²,93 m²,4 m²,124 m²,328 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Mechanical ventilation, sliding door and TV via cable",C        What does this mean?,"Roof insulation, mostly double glazed, insulated walls and floor insulation",CH boiler,CH boiler,"Intergas (gas-fired combination boiler, in ownership)",124 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"53 m² (10,5 meter deep and 5 meter broad)",Located at the southeast accessible via the rear,Attached brick storage,Public parking,no
