header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Location,Type of garage,Capacity,error
Van Harinxmastrjitte,9288 BC Kootstertille        ,https://www.funda.nl/en/koop/kootstertille/huis-87565160-van-harinxmastrjitte/?navigateSource=resultlist,20220129_154547,"€ 370,000 kosten koper","€ 2,270    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 370,000) is calculated by dividing the asking price of the home by the living area (163 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Under option,Available in consultation,"Single-family home, detached residential property",New property,2020,Living area163 m²Other space inside the building24 m²,163 m²,24 m²,528 m²,465 m³,5 rooms (4 bedrooms),3 stories,A        What does this mean?,528 m² (part of parcel),Full ownership,In residential district,Attached brick garage,1 car,no
