header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Area,Location,Garden,Front garden,error
Jan de Weertstraat 30,2531 XH Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88800568-jan-de-weertstraat-30/?navigateSource=resultlist,20220131_211945,"€ 298,750 kosten koper","€ 3,830    The asking price per m² (€ 298,750) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Single-family home, row house",Resale property,1931-1944,Gable roof covered with roof tiles,Living area78 m²Other space inside the building7 m²External storage space33 m²,78 m²,7 m²,33 m²,96 m²,221 m³,3 rooms (3 bedrooms),1 story,F        What does this mean?,Double glazing,96 m²,In residential district,Back garden and front garden,"20 m² (0,1 meter deep and 0,02 meter broad)",no
