header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of parking facilities,error
Bosackers | F | 2-onder-1 kap woning | 14 (Bouwnr. 14),5505 JA Veldhoven        ,https://www.funda.nl/en/koop/veldhoven/huis-41346887-bosackers-f-2-onder-1-kap-woning-14-bouwnr-14/?navigateSource=resultlist,20220130_161653,"€ 550,000 vrij op naam","€ 3,929    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2022,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area140 m²,140 m²,575 m³,6 rooms (4 bedrooms),1 bathroom,Shower and toilet,2 stories,"Balanced ventilation system, mechanical ventilation and solar panels",A        What does this mean?,"Double glazing, energy efficient window and completely insulated","Geothermal heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating and electrical boiler,"On the edge of a forest, In wooded surroundings and in residential district",Back garden,Built-in,Parking on private property,no
