header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan Luijkenstraat 8 2,1071 CM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42653637-jan-luijkenstraat-8-2/?navigateSource=resultlist,20220130_221312,"€ 795,000 kosten koper","€ 10,192    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 120 per month,5 weeks,Under offer,Available in consultation,Mezzanine (apartment),Resale property,Before 1906,Combination roof covered with asphalt roofing and roof tiles,Living area78 m²Exterior space attached to the building10 m²,78 m²,10 m²,246 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,3rd floor,E        What does this mean?,CH boiler,CH boiler,"Vaillant (gas-fired from 2011, in ownership)",Full ownership,In center and unobstructed surrounding view,Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
