header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Bouwnummer (Bouwnr. 55),2721 AZ Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42483279-bouwnummer-bouwnr-55/?navigateSource=resultlist,20220130_160712,"€ 657,990 vrij op naam","€ 4,476    The asking price per m² (€ 657,990) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2022,Gable roof,SWK garantiecertificaat,Living area147 m²Exterior space attached to the building5 m²,147 m²,5 m²,441 m³,5 rooms (4 bedrooms),3 stories,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Partial floor heating, heat recovery unit and heat pump",Central facility,In residential district,Back garden and front garden,90 m² (10 meter deep and 9 meter broad),Located at the southeast accessible via the rear,Detached wooden storage,Public parking,no
