header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Mauritssingel 3,2351 EA Leiderdorp        ,https://www.funda.nl/en/koop/leiderdorp/huis-42668855-mauritssingel-3/?navigateSource=resultlist,20220130_121712,"€ 450,000 kosten koper","€ 3,814    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1956,Living area118 m²Exterior space attached to the building2 m²External storage space14 m²,118 m²,2 m²,14 m²,149 m²,374 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,149 m²,Full ownership,Back garden and front garden,"50 m² (8 meter deep and 6,2 meter broad)",Located at the northwest accessible via the rear,Balcony present,Detached wooden storage,Public parking,no
