header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Balcony/roof garden,Shed / storage,Type of garage,error
Hebe Kohlbruggeweg 36,3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42495908-hebe-kohlbruggeweg-36/?navigateSource=resultlist,20220131_153833,"€ 855,500 vrij op naam","€ 4,503    The asking price per m² (€ 855,500) is calculated by dividing the asking price of the home by the living area (190 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Ground-floor apartment,New property,2021,Living area190 m²Exterior space attached to the building14 m²,190 m²,14 m²,517 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Ground floor,Not available,District heating and complete floor heating,Balcony present,Built-in,Underground parking,no
